$ python train.py 1>training.log
Epoch 1/1000, Train Loss: -0.1113, Learning Rate: 4.0e-04
Epoch 1058/1200, Train Loss: -0.3080, Learning Rate: 4.0e-06
Epoch 1059/1200, Train Loss: -0.3080, Learning Rate: 4.0e-06
Epoch 1060/1200, Train Loss: -0.3091, Learning Rate: 4.0e-06
Epoch 1061/1200, Train Loss: -0.3086, Learning Rate: 4.0e-06
Epoch 1062/1200, Train Loss: -0.3075, Learning Rate: 4.0e-06
Epoch 1063/1200, Train Loss: -0.3083, Learning Rate: 4.0e-06
Epoch 1064/1200, Train Loss: -0.3081, Learning Rate: 4.0e-06
Epoch 1065/1200, Train Loss: -0.3088, Learning Rate: 4.0e-06
Epoch 1066/1200, Train Loss: -0.3074, Learning Rate: 4.0e-06
Epoch 1067/1200, Train Loss: -0.3081, Learning Rate: 4.0e-06
Epoch 1068/1200, Train Loss: -0.3078, Learning Rate: 4.0e-06
Epoch 1069/1200, Train Loss: -0.3090, Learning Rate: 4.0e-06
Epoch 1070/1200, Train Loss: -0.3078, Learning Rate: 4.0e-06
Epoch 1071/1200, Train Loss: -0.3081, Learning Rate: 4.0e-06
Epoch 1072/1200, Train Loss: -0.3069, Learning Rate: 4.0e-06
Epoch 1073/1200, Train Loss: -0.3076, Learning Rate: 4.0e-06
Epoch 1074/1200, Train Loss: -0.3082, Learning Rate: 4.0e-06
Epoch 1075/1200, Train Loss: -0.3079, Learning Rate: 4.0e-06
Epoch 1075/1200, Val L1: 0.0202, Val PSNR: 30.92 dB
Saving checkpoint to ./ckpts/ckpt_1074.pth
Epoch 1076/1200, Train Loss: -0.3082, Learning Rate: 2.0e-06
Epoch 1077/1200, Train Loss: -0.3088, Learning Rate: 2.0e-06
Epoch 1078/1200, Train Loss: -0.3076, Learning Rate: 2.0e-06
Epoch 1079/1200, Train Loss: -0.3077, Learning Rate: 2.0e-06
Epoch 1080/1200, Train Loss: -0.3071, Learning Rate: 2.0e-06
Epoch 1081/1200, Train Loss: -0.3074, Learning Rate: 2.0e-06
Epoch 1082/1200, Train Loss: -0.3090, Learning Rate: 2.0e-06
Epoch 1083/1200, Train Loss: -0.3070, Learning Rate: 2.0e-06
Epoch 1084/1200, Train Loss: -0.3071, Learning Rate: 2.0e-06
Epoch 1085/1200, Train Loss: -0.3083, Learning Rate: 2.0e-06
Epoch 1086/1200, Train Loss: -0.3080, Learning Rate: 2.0e-06
Epoch 1087/1200, Train Loss: -0.3082, Learning Rate: 2.0e-06
Epoch 1088/1200, Train Loss: -0.3081, Learning Rate: 2.0e-06
Epoch 1089/1200, Train Loss: -0.3078, Learning Rate: 2.0e-06
Epoch 1090/1200, Train Loss: -0.3071, Learning Rate: 2.0e-06
Epoch 1091/1200, Train Loss: -0.3082, Learning Rate: 2.0e-06
Epoch 1092/1200, Train Loss: -0.3087, Learning Rate: 2.0e-06
Epoch 1093/1200, Train Loss: -0.3066, Learning Rate: 2.0e-06
Epoch 1094/1200, Train Loss: -0.3076, Learning Rate: 2.0e-06
Epoch 1095/1200, Train Loss: -0.3077, Learning Rate: 2.0e-06
Epoch 1096/1200, Train Loss: -0.3074, Learning Rate: 2.0e-06
Epoch 1097/1200, Train Loss: -0.3092, Learning Rate: 2.0e-06
Epoch 1098/1200, Train Loss: -0.3074, Learning Rate: 2.0e-06
Epoch 1099/1200, Train Loss: -0.3084, Learning Rate: 2.0e-06
Epoch 1100/1200, Train Loss: -0.3081, Learning Rate: 2.0e-06
Epoch 1100/1200, Val L1: 0.0202, Val PSNR: 30.92 dB
Saving checkpoint to ./ckpts/ckpt_1099.pth
Epoch 1101/1200, Train Loss: -0.3087, Learning Rate: 2.0e-06
Epoch 1102/1200, Train Loss: -0.3081, Learning Rate: 2.0e-06
Epoch 1103/1200, Train Loss: -0.3078, Learning Rate: 2.0e-06
Epoch 1104/1200, Train Loss: -0.3086, Learning Rate: 2.0e-06
Epoch 1105/1200, Train Loss: -0.3077, Learning Rate: 2.0e-06
Epoch 1106/1200, Train Loss: -0.3078, Learning Rate: 2.0e-06
Epoch 1107/1200, Train Loss: -0.3075, Learning Rate: 2.0e-06
Epoch 1108/1200, Train Loss: -0.3073, Learning Rate: 2.0e-06
Epoch 1109/1200, Train Loss: -0.3080, Learning Rate: 2.0e-06
Epoch 1110/1200, Train Loss: -0.3085, Learning Rate: 2.0e-06
Epoch 1111/1200, Train Loss: -0.3076, Learning Rate: 2.0e-06
Epoch 1112/1200, Train Loss: -0.3083, Learning Rate: 2.0e-06
Epoch 1113/1200, Train Loss: -0.3076, Learning Rate: 2.0e-06
Epoch 1114/1200, Train Loss: -0.3080, Learning Rate: 2.0e-06
Epoch 1115/1200, Train Loss: -0.3088, Learning Rate: 2.0e-06
Epoch 1116/1200, Train Loss: -0.3071, Learning Rate: 2.0e-06
Epoch 1117/1200, Train Loss: -0.3075, Learning Rate: 2.0e-06
Epoch 1118/1200, Train Loss: -0.3072, Learning Rate: 2.0e-06
Epoch 1119/1200, Train Loss: -0.3087, Learning Rate: 2.0e-06
Epoch 1120/1200, Train Loss: -0.3084, Learning Rate: 2.0e-06
Epoch 1121/1200, Train Loss: -0.3088, Learning Rate: 2.0e-06
Epoch 1122/1200, Train Loss: -0.3072, Learning Rate: 2.0e-06
Epoch 1123/1200, Train Loss: -0.3079, Learning Rate: 2.0e-06
Epoch 1124/1200, Train Loss: -0.3077, Learning Rate: 2.0e-06
Epoch 1125/1200, Train Loss: -0.3077, Learning Rate: 2.0e-06
Epoch 1125/1200, Val L1: 0.0202, Val PSNR: 30.91 dB
Saving checkpoint to ./ckpts/ckpt_1124.pth
Epoch 1126/1200, Train Loss: -0.3084, Learning Rate: 2.0e-06
Epoch 1127/1200, Train Loss: -0.3084, Learning Rate: 2.0e-06
Epoch 1128/1200, Train Loss: -0.3077, Learning Rate: 2.0e-06
Epoch 1129/1200, Train Loss: -0.3083, Learning Rate: 2.0e-06
Epoch 1130/1200, Train Loss: -0.3081, Learning Rate: 2.0e-06
Epoch 1131/1200, Train Loss: -0.3075, Learning Rate: 2.0e-06
Epoch 1132/1200, Train Loss: -0.3077, Learning Rate: 2.0e-06
Epoch 1133/1200, Train Loss: -0.3078, Learning Rate: 2.0e-06
Epoch 1134/1200, Train Loss: -0.3071, Learning Rate: 2.0e-06
Epoch 1135/1200, Train Loss: -0.3087, Learning Rate: 2.0e-06
Epoch 1136/1200, Train Loss: -0.3087, Learning Rate: 2.0e-06
Epoch 1137/1200, Train Loss: -0.3079, Learning Rate: 2.0e-06
Epoch 1138/1200, Train Loss: -0.3074, Learning Rate: 2.0e-06
Epoch 1139/1200, Train Loss: -0.3079, Learning Rate: 2.0e-06
Epoch 1140/1200, Train Loss: -0.3084, Learning Rate: 2.0e-06
Epoch 1141/1200, Train Loss: -0.3074, Learning Rate: 2.0e-06
Epoch 1142/1200, Train Loss: -0.3075, Learning Rate: 2.0e-06
Epoch 1143/1200, Train Loss: -0.3082, Learning Rate: 2.0e-06
Epoch 1144/1200, Train Loss: -0.3079, Learning Rate: 2.0e-06
Epoch 1145/1200, Train Loss: -0.3088, Learning Rate: 2.0e-06
Epoch 1146/1200, Train Loss: -0.3081, Learning Rate: 2.0e-06
Epoch 1147/1200, Train Loss: -0.3084, Learning Rate: 2.0e-06
Epoch 1148/1200, Train Loss: -0.3088, Learning Rate: 2.0e-06
Epoch 1149/1200, Train Loss: -0.3075, Learning Rate: 2.0e-06
Epoch 1150/1200, Train Loss: -0.3073, Learning Rate: 2.0e-06
Epoch 1150/1200, Val L1: 0.0202, Val PSNR: 30.92 dB
Saving checkpoint to ./ckpts/ckpt_1149.pth
Epoch 1151/1200, Train Loss: -0.3074, Learning Rate: 2.0e-06
Epoch 1152/1200, Train Loss: -0.3076, Learning Rate: 2.0e-06
Epoch 1153/1200, Train Loss: -0.3074, Learning Rate: 2.0e-06
Epoch 1154/1200, Train Loss: -0.3079, Learning Rate: 2.0e-06
Epoch 1155/1200, Train Loss: -0.3085, Learning Rate: 2.0e-06
Epoch 1156/1200, Train Loss: -0.3071, Learning Rate: 2.0e-06
Epoch 1157/1200, Train Loss: -0.3080, Learning Rate: 2.0e-06
Epoch 1158/1200, Train Loss: -0.3088, Learning Rate: 2.0e-06
Epoch 1159/1200, Train Loss: -0.3070, Learning Rate: 2.0e-06
Epoch 1160/1200, Train Loss: -0.3082, Learning Rate: 2.0e-06
Epoch 1161/1200, Train Loss: -0.3084, Learning Rate: 2.0e-06
Epoch 1162/1200, Train Loss: -0.3077, Learning Rate: 2.0e-06
Epoch 1163/1200, Train Loss: -0.3090, Learning Rate: 2.0e-06
Epoch 1164/1200, Train Loss: -0.3065, Learning Rate: 2.0e-06
Epoch 1165/1200, Train Loss: -0.3078, Learning Rate: 2.0e-06
Epoch 1166/1200, Train Loss: -0.3072, Learning Rate: 2.0e-06
Epoch 1167/1200, Train Loss: -0.3078, Learning Rate: 2.0e-06
Epoch 1168/1200, Train Loss: -0.3075, Learning Rate: 2.0e-06
Epoch 1169/1200, Train Loss: -0.3085, Learning Rate: 2.0e-06
Epoch 1170/1200, Train Loss: -0.3079, Learning Rate: 2.0e-06
Epoch 1171/1200, Train Loss: -0.3078, Learning Rate: 2.0e-06
Epoch 1172/1200, Train Loss: -0.3078, Learning Rate: 2.0e-06
Epoch 1173/1200, Train Loss: -0.3075, Learning Rate: 2.0e-06
Epoch 1174/1200, Train Loss: -0.3079, Learning Rate: 2.0e-06
Epoch 1175/1200, Train Loss: -0.3077, Learning Rate: 2.0e-06
Epoch 1175/1200, Val L1: 0.0202, Val PSNR: 30.92 dB
Saving checkpoint to ./ckpts/ckpt_1174.pth
Epoch 1176/1200, Train Loss: -0.3082, Learning Rate: 2.0e-06
Epoch 1177/1200, Train Loss: -0.3078, Learning Rate: 2.0e-06
Epoch 1178/1200, Train Loss: -0.3082, Learning Rate: 2.0e-06
Epoch 1179/1200, Train Loss: -0.3076, Learning Rate: 2.0e-06
Epoch 1180/1200, Train Loss: -0.3071, Learning Rate: 2.0e-06
Epoch 1181/1200, Train Loss: -0.3092, Learning Rate: 2.0e-06
Epoch 1182/1200, Train Loss: -0.3072, Learning Rate: 2.0e-06
Epoch 1183/1200, Train Loss: -0.3078, Learning Rate: 2.0e-06
Epoch 1184/1200, Train Loss: -0.3074, Learning Rate: 2.0e-06
Epoch 1185/1200, Train Loss: -0.3080, Learning Rate: 2.0e-06
Epoch 1186/1200, Train Loss: -0.3086, Learning Rate: 2.0e-06
Epoch 1187/1200, Train Loss: -0.3084, Learning Rate: 2.0e-06
Epoch 1188/1200, Train Loss: -0.3082, Learning Rate: 2.0e-06
Epoch 1189/1200, Train Loss: -0.3070, Learning Rate: 2.0e-06
Epoch 1190/1200, Train Loss: -0.3081, Learning Rate: 2.0e-06
Epoch 1191/1200, Train Loss: -0.3074, Learning Rate: 2.0e-06
Epoch 1192/1200, Train Loss: -0.3082, Learning Rate: 2.0e-06
Epoch 1193/1200, Train Loss: -0.3078, Learning Rate: 2.0e-06
Epoch 1194/1200, Train Loss: -0.3075, Learning Rate: 2.0e-06
Epoch 1195/1200, Train Loss: -0.3081, Learning Rate: 2.0e-06
Epoch 1196/1200, Train Loss: -0.3072, Learning Rate: 2.0e-06
Epoch 1197/1200, Train Loss: -0.3088, Learning Rate: 2.0e-06
Epoch 1198/1200, Train Loss: -0.3091, Learning Rate: 2.0e-06
Epoch 1199/1200, Train Loss: -0.3085, Learning Rate: 2.0e-06
Epoch 1200/1200, Train Loss: -0.3079, Learning Rate: 2.0e-06
Epoch 1200/1200, Val L1: 0.0202, Val PSNR: 30.92 dB
Saving checkpoint to ./ckpts/ckpt_1199.pth
